버스정류장ARS번호,승하차총승객수,X좌표,Y좌표
1518,248,126.9819214,37.58426224
15180,32,126.8782821,37.52193292
15181,519,126.8739886,37.51412984
15182,124,126.8739265,37.51405195
15183,107,126.8694698,37.51426134
15184,82,126.8694703,37.514706
15185,284,126.8579858,37.51437909
15186,153,126.8634933,37.51303619
15187,207,126.8631569,37.51347319
15188,433,126.8708546,37.51733115
15189,385,126.8721771,37.51521822
1519,244,126.9687475,37.58045056
15190,148,126.8583827,37.51326842
15191,49,126.8717458,37.51478808
15192,899,126.8653619,37.51250457
15193,981,126.8695061,37.51795439
15194,1477,126.8663727,37.51639522
15195,992,126.864189,37.51563419
15196,987,126.8602759,37.51427512
15197,480,126.8702503,37.51272484
15198,246,126.8692763,37.511028
15199,315,126.8695252,37.51112933
1520,273,126.9936156,37.58979638
15200,402,126.8672412,37.51050256
15201,362,126.867022,37.51014914
15202,830,126.8653454,37.50759135
15203,1214,126.8638444,37.50821167
15204,736,126.8634238,37.50808554
15205,524,126.8618306,37.50729772
15206,298,126.8614749,37.50731457
15207,178,126.8616774,37.50889613
15208,138,126.858998,37.51020759
15209,1276,126.8664663,37.51277435
1521,492,126.9988862,37.58982995
15210,275,126.8625665,37.50982477
15211,2147,126.8514343,37.52181255
15212,1570,126.8507644,37.5220765
15213,1122,126.8464133,37.52180486
15214,1476,126.8462202,37.5214872
15215,1534,126.843774,37.51962043
15216,1331,126.8437015,37.51937304
15217,1499,126.8415481,37.51792995
15218,1886,126.8417742,37.51790843
15219,1850,126.8499599,37.52380261
1522,21,126.9622896,37.60708503
15220,2117,126.8455303,37.52274922
15221,1969,126.8416612,37.52183456
15222,1463,126.8390888,37.5212258
15223,732,126.8385266,37.51920573
15224,692,126.8512698,37.52304659
15225,440,126.8560207,37.51314217
15226,1268,126.854447,37.51306086
15227,782,126.8503441,37.51164608
15228,1393,126.8439946,37.50708619
15229,1030,126.845592,37.51004162
1523,67,126.963958,37.56872813
15230,186,126.8583404,37.50957408
15231,721,126.8598599,37.50705826
15232,583,126.8542799,37.51717596
15233,550,126.8556394,37.51428689
15234,199,126.857157,37.51396951
15235,719,126.8599725,37.5158694
15236,1342,126.8626091,37.51681972
15237,121,126.8564198,37.51765123
15238,90,126.8693156,37.51455742
15239,108,126.8680743,37.51344352
1524,436,127.012764,37.581314
15241,117,126.8618819,37.5205839
15242,466,126.8616003,37.52196229
15247,717,126.8592969,37.52170562
15248,86,126.8603521,37.51978819
15249,181,126.8562024,37.51890385
1525,33,126.9856444,37.58757377
15250,1858,126.853512,37.52105331
15251,2028,126.8533369,37.51925457
15252,295,126.8709987,37.52245728
15253,1493,126.8695612,37.52497113
15254,2437,126.8656029,37.5258683
15255,139,126.8670705,37.51957944
15256,2404,126.8662113,37.51807532
15257,1066,126.868455,37.52016573
15258,2141,126.8649772,37.52391728
15259,945,126.865623,37.52177416
1526,203,126.9878078,37.58313929
15260,910,126.8657958,37.52180138
15261,1362,126.8753666,37.5236029
15262,385,126.8733474,37.52098895
15263,282,126.8708516,37.51982546
15264,1895,126.8727387,37.52479811
15265,1893,126.8670087,37.52566056
15266,65,126.8639964,37.51921292
15268,547,126.8633719,37.52217861
15269,565,126.8702052,37.51922603
15270,2830,126.8646345,37.5245179
15271,715,126.8585982,37.52176512
15272,1483,126.8630982,37.52584536
15273,1101,126.8599657,37.52542709
15274,3952,126.8542917,37.52466267
15277,334,126.8614275,37.52208565
15279,594,126.864167,37.52241884
1528,84,126.9976354,37.57175197
15280,1490,126.8534488,37.52118312
15281,83,126.8594209,37.52298069
15282,1150,126.8517405,37.52258276
15283,555,126.8550935,37.52136958
15284,3203,126.8640131,37.52805455
15285,3118,126.862806,37.52589213
15286,980,126.8604142,37.52557391
15287,3437,126.8543829,37.52476621
15288,1121,126.8506162,37.5246185
1529,180,126.9812527,37.58181295
15292,694,126.8356802,37.5197056
15293,1767,126.8337723,37.52183025
15294,164,126.8307925,37.52415549
15295,944,126.8363676,37.5201714
15296,1768,126.8340426,37.52150784
15298,1323,126.8364718,37.52309476
15299,187,126.8288133,37.52402094
1530,68,126.9695468,37.57949911
15300,157,126.8287767,37.52406376
15301,877,126.825881,37.523532
15302,695,126.8539016,37.51761025
15303,1950,126.8528855,37.51987154
15304,1348,126.8540512,37.5130497
15305,659,126.8498784,37.51161499
15306,851,126.8424399,37.51044416
15307,853,126.8402809,37.51524901
15308,363,126.8550768,37.51512429
15309,918,126.8445993,37.50982255
1531,669,126.9952895,37.58852435
15310,1107,126.8503307,37.5248367
15311,1349,126.8496671,37.52381745
15312,1583,126.8462014,37.52298781
15313,1672,126.8419096,37.52197658
15314,964,126.8389008,37.52126836
15315,1404,126.8369024,37.52207516
15316,808,126.8423284,37.5101728
15317,1161,126.8431383,37.50840564
15318,146,126.838815,37.51102663
15319,126,126.8385804,37.51104513
1532,354,126.9998817,37.58725861
15320,1020,126.841737,37.508718
15321,342,126.8368048,37.50665998
15322,265,126.836875,37.50670833
15323,889,126.8341993,37.51424909
15324,680,126.8340303,37.51426571
15325,582,126.8348026,37.51559936
15326,676,126.8353119,37.51583986
15327,376,126.8377416,37.51645178
15328,428,126.8379044,37.51659167
15329,437,126.8380187,37.51724999
1533,16,126.9624033,37.60802413
15330,258,126.83793,37.51729787
15331,821,126.8398436,37.51570716
15332,876,126.8309457,37.53173853
15333,1301,126.8310475,37.53197687
15334,1562,126.8289097,37.53469936
15335,1244,126.8288788,37.5351069
15336,593,126.8328195,37.53645593
15337,1266,126.8288672,37.53587463
15338,1164,126.8326444,37.52906183
15339,1494,126.8327996,37.52920506
1534,419,126.9627339,37.56993749
15340,253,126.8379161,37.53062198
15341,562,126.8331269,37.53668023
15342,387,126.8235013,37.53918078
15343,820,126.8296142,37.53617059
15344,974,126.8276358,37.53693235
15345,685,126.8314904,37.53956537
15346,1057,126.8275377,37.53944461
15347,1511,126.827362,37.5393029
15348,552,126.8252983,37.5400321
15349,631,126.8256073,37.53993473
1535,220,127.0145303,37.58214747
15350,125,126.8233624,37.53926754
15351,741,126.8270998,37.53734972
15352,1001,126.8304849,37.53940689
15353,553,126.8384401,37.51889439
15354,655,126.8367925,37.51897683
15355,366,126.8364609,37.51915208
15356,75,126.8813015,37.54289601
15357,112,126.8590165,37.5102926
15358,137,126.8302392,37.53279449
15359,46,126.8573138,37.51565415
1536,332,126.9853527,37.58630021
15360,429,126.8833323,37.5436375
15361,1635,126.875565,37.53024165
15362,1217,126.8420628,37.50891061
15363,359,126.8364267,37.51109261
15364,214,126.8361315,37.51145657
15365,20,126.8411251,37.50857034
15366,49,126.8364184,37.5201213
15367,172,126.8600588,37.51161489
15368,13,126.8415293,37.50908365
15369,852,126.8720417,37.51552671
1537,112,126.9869646,37.58313014
15371,1,126.8385898,37.52950004
15373,945,126.8376099,37.50860628
15374,783,126.8258639,37.52357617
15377,84,126.8384549,37.5298339
15378,271,126.837716,37.508612
1538,8,126.9576748,37.60787761
1539,177,126.9933354,37.57053493
15399,947,126.8355081,37.51271697
1540,125,126.9795529,37.57925522
15401,314,126.872983,37.51925348
15402,152,126.8307764,37.52420758
15405,293,126.8351022,37.51298875
15408,937,126.8735889,37.5186094
1541,121,126.971144,37.5794299
15412,375,126.8579116,37.50998324
15413,274,126.8835215,37.54363998
15414,588,126.8355915,37.529849
15415,497,126.8352433,37.52988679
15416,409,126.8306789,37.51445434
15419,434,126.828843,37.51338734
1542,335,126.996533,37.587764
15421,721,126.8303888,37.51130994
15423,325,126.8333729,37.51121552
1543,499,127.000652,37.58606005
1544,36,126.9637502,37.60897784
1545,254,126.9620022,37.57062718
1546,114,127.0161805,37.58181551
1547,47,126.9850108,37.58410605
1548,104,126.9849937,37.58279098
1549,27,126.9568023,37.60824748
1550,1306,126.9920673,37.5710577
15500,138,126.836542,37.51217533
15501,3118,126.8681261,37.54912477
15503,1580,126.8715251,37.54647048
15504,59,126.8407953,37.51005325
15505,738,126.8704124,37.54388661
15506,293,126.8411895,37.50852038
15507,1248,126.8690466,37.54175415
15508,220,126.8430275,37.51087382
15509,992,126.8690769,37.53950853
1551,123,126.9794156,37.57694919
15510,250,126.8424321,37.51233505
15511,243,126.8415087,37.51438421
15512,297,126.8717019,37.53806421
15513,95,126.8410345,37.51553078
15516,108,126.8405042,37.51651465
15518,374,126.8706383,37.5358528
1552,527,126.9723619,37.57669709
15522,337,126.8442909,37.50885686
15524,132,126.8815996,37.53975404
15526,473,126.8441474,37.50894251
1553,51,126.9641242,37.61133533
15536,185,126.8543894,37.51830009
15539,180,126.8566175,37.51895889
1554,560,126.9596864,37.57284056
15540,2162,126.8741352,37.52471253
15542,329,126.859362,37.51943195
15545,187,126.8621538,37.52065427
15547,85,126.8628951,37.5216722
1555,246,127.0170513,37.58001947
15553,142,126.8816137,37.53980873
15554,235,126.869003,37.52258059
15556,573,126.8716557,37.53274484
1556,158,126.9849792,37.58159945
15561,164,126.8731954,37.53802348
15564,600,126.8718229,37.53805045
15565,137,126.8606714,37.5182606
15566,751,126.8699403,37.53908368
15567,199,126.8592301,37.51946161
15568,956,126.8688145,37.54023796
1557,144,126.9910279,37.5743637
15570,1167,126.8691369,37.54185797
15571,170,126.8544019,37.51836384
15572,655,126.8704685,37.54385708
15574,1630,126.8713544,37.54675188
15576,204,126.8687643,37.54753911
15577,736,126.8288724,37.54341381
15579,92,126.8320254,37.54021947
1558,65,126.9905176,37.57606978
15582,228,126.842644,37.51869541
15584,195,126.8404399,37.51654297
15585,168,126.8409887,37.51553221
15586,301,126.8413852,37.51457049
15587,179,126.8423946,37.51231192
15588,108,126.8429667,37.51111857
15589,172,126.8437387,37.50968387
15591,84,126.8406689,37.51011212
15593,572,126.8704152,37.53877792
15594,876,126.8670441,37.54809527
15596,75,126.8279799,37.51529706
15599,114,126.8326651,37.5117333
15600,111,126.8335271,37.51328919
1561,10,126.9654343,37.61202201
15614,150,126.8333186,37.51335016
1562,153,126.9607061,37.57385981
1563,132,127.0156407,37.58034969
15635,147,126.8325239,37.51175642
15637,73,126.8297318,37.51199887
15638,29,126.8289666,37.51340281
15639,79,126.8285421,37.51436914
1564,84,126.9849331,37.5799374
1565,7,126.9579492,37.6062969
1566,121,126.9973507,37.57622486
1567,25,126.9657637,37.61347641
1568,282,126.9618149,37.57467705
1569,292,127.0150007,37.58051063
1570,166,126.9850932,37.57891938
1571,12,126.9574985,37.60515273
15718,800,126.837627,37.508523
1572,343,127.0021147,37.57647127
1573,16,126.9676637,37.61433238
1574,344,126.9619725,37.57630822
1576,427,126.9857196,37.57757327
1577,66,126.9569707,37.60461247
1578,251,126.9994856,37.57815458
1580,29,126.9685484,37.61297509
1581,373,126.9628884,37.57527297
1582,230,127.015387,37.57690312
1583,67,126.9866595,37.57519246
1584,85,126.9573503,37.6040312
1586,20,126.9690414,37.61163964
1587,62,126.9634435,37.57397598
1589,194,126.9874228,37.57372579
1590,63,126.9575212,37.60340672
1591,23,126.9974252,37.58053639
1592,1286,127.0017606,37.58343559
1593,9,126.9699425,37.61240568
1594,293,126.9640915,37.57365155
1595,371,127.0142449,37.5726953
1596,350,126.98757,37.57055096
1597,14,126.9578485,37.60199096
1598,116,126.9992644,37.58337953
15992,88,126.8305163,37.54123312
15995,121,126.8321184,37.54029549
16001,5885,126.8758831,37.54707449
16002,4320,126.8750573,37.54686294
16003,4874,126.8686699,37.54902427
16004,5565,126.8676078,37.54941954
16005,2325,126.8615416,37.55260967
16006,1586,126.8605239,37.55286474
16007,2962,126.8558137,37.55481289
16008,3790,126.8540847,37.55523594
16009,1436,126.8505022,37.55667059
16010,1266,126.8492422,37.5569273
16011,1186,126.8455032,37.55791232
16012,1138,126.8432178,37.55796458
16013,1534,126.8391668,37.55853879
16014,1823,126.809594,37.56135812
16015,1082,126.8110772,37.5613802
16016,588,126.8157967,37.5607019
16017,2486,126.8375898,37.55845152
16018,983,126.8276152,37.55971846
16019,1212,126.8260564,37.5596898
16020,715,126.8168912,37.5607612
16021,1169,126.8345811,37.55900792
16022,1333,126.8318079,37.55911805
1607,14,126.9706926,37.61344769
16100,117,126.8408714,37.53786167
16102,40,126.8350289,37.56835193
16103,287,126.8615808,37.55259326
16104,631,126.860134,37.55303909
16105,375,126.8558538,37.55479868
16106,301,126.8559523,37.55457493
16107,34,126.8342314,37.56631666
16108,143,126.8335087,37.56188269
16109,169,126.8438906,37.5580714
16111,269,126.8392643,37.55852812
16112,126,126.8395016,37.55832548
16115,282,126.8147057,37.56100744
16116,479,126.8103378,37.56128052
16117,338,126.8090028,37.56159364
16118,405,126.8088619,37.5623132
16119,465,126.8091212,37.56257213
16120,793,126.8108738,37.56386249
16121,833,126.8114502,37.56471484
16122,275,126.8125319,37.56619301
16123,354,126.8117143,37.56697825
16124,409,126.8128183,37.56991852
16125,425,126.8115768,37.57002692
16126,802,126.8115118,37.57271432
16127,707,126.8114164,37.57266102
16128,208,126.811668,37.57479101
16129,196,126.8115176,37.57480954
16130,677,126.8125546,37.57670839
16131,645,126.8125008,37.57687894
16132,224,126.813441,37.57910184
16133,328,126.8133013,37.57904355
16134,198,126.8556895,37.56186283
16135,3655,126.8541856,37.55893446
16136,4881,126.85431,37.55952287
16137,2654,126.8533902,37.55754842
16138,748,126.8532297,37.55762768
16139,3645,126.8505882,37.55262576
16140,4320,126.8503443,37.55257259
16141,2820,126.8483265,37.5502733
16142,3239,126.8477252,37.54939752
16143,2351,126.8451915,37.54611711
16144,2532,126.8448093,37.54581224
16145,2680,126.8426904,37.54314497
16146,2890,126.8431193,37.54341671
16147,2847,126.8388108,37.54112577
16148,2336,126.8371335,37.54081471
16149,2301,126.8353978,37.54022972
16150,1063,126.8344938,37.54011613
16151,532,126.8214198,37.5460397
16152,346,126.821211,37.54602007
16153,983,126.8193553,37.54959891
16154,337,126.8205151,37.54758833
16155,225,126.8198782,37.55190701
16156,11,126.8179302,37.54523695
16157,6,126.8165781,37.54951258
16158,215,126.8149741,37.55285764
16159,311,126.8150961,37.55299744
16160,348,126.8118671,37.55555193
16161,175,126.8119426,37.55527037
16162,244,126.8081451,37.55900454
16163,14,126.8181896,37.54522812
16164,150,126.8060425,37.5646471
16166,210,126.8043232,37.57065976
16167,442,126.8024554,37.57509909
16168,65,126.8021,37.5752853
16169,51,126.8000836,37.5785305
16170,823,126.799864,37.5785277
16172,66,126.7983534,37.5820346
16173,3228,126.8634738,37.54896555
16174,2551,126.8622495,37.5451235
16175,1643,126.8631181,37.54199546
16176,1689,126.8636965,37.53978414
16177,2796,126.8634842,37.53731587
16178,708,126.8636598,37.53277065
16179,4470,126.8637504,37.53164062
16180,2478,126.8588601,37.53180485
16181,2036,126.8575751,37.53159107
16182,1037,126.8530902,37.53109962
16183,1240,126.8524172,37.53094559
16184,1148,126.8498359,37.53078141
16185,1322,126.848813,37.5306537
16186,1511,126.8476194,37.53001183
16187,742,126.8478402,37.52993791
16188,849,126.8444616,37.53044913
16189,817,126.8442497,37.53036894
16190,359,126.8377883,37.53094387
16191,7540,126.8469324,37.53151918
16192,6691,126.8463006,37.53227857
16193,1500,126.842741,37.53259588
16194,1464,126.8407013,37.53241024
16195,1213,126.8388282,37.53312642
16196,3142,126.8383563,37.53403095
16197,983,126.8371715,37.53677075
16198,1099,126.8369125,37.53744564
16199,463,126.8364182,37.53697419
16200,599,126.8363025,37.53713482
16202,168,126.8404359,37.53787896
16203,605,126.838937,37.53868652
16204,392,126.8394834,37.53897811
16205,3238,126.8410245,37.54068839
16206,4912,126.8410405,37.54091445
16207,1436,126.8396027,37.54254965
16208,1182,126.8389672,37.5429789
16209,714,126.8381378,37.5440071
16210,755,126.8373694,37.54455648
16211,1212,126.8362466,37.54717888
16212,1168,126.8364223,37.54719025
16213,2758,126.8364266,37.54924083
16214,3171,126.8362492,37.54980301
16215,2150,126.8365618,37.55314775
16216,2108,126.8364333,37.55327898
16217,1037,126.8374796,37.55606797
16218,1272,126.8375358,37.55675518
16219,2129,126.8386069,37.56002385
16220,1715,126.8388364,37.56019517
16221,973,126.8395484,37.56283903
16222,676,126.8396842,37.56275838
16223,293,126.8403633,37.56486221
16224,294,126.8401991,37.56486612
16225,1022,126.8414686,37.5689907
16226,416,126.8415458,37.5701952
16227,674,126.8433032,37.57044943
16228,595,126.8438023,37.57048728
16229,448,126.8464358,37.56960065
16230,546,126.8476361,37.56946602
16231,349,126.8487893,37.5688641
16232,271,126.8496171,37.56845844
16233,334,126.8512313,37.5668575
16234,169,126.8517341,37.56667847
16235,354,126.8531604,37.56538154
16236,259,126.8531976,37.56557092
16237,345,126.8550611,37.56427884
16238,259,126.8556339,37.56417507
16239,261,126.8578895,37.56292983
16240,852,126.8595876,37.56179984
16241,357,126.8594569,37.56093946
16242,357,126.8607308,37.56138727
16243,838,126.8632552,37.55979983
16244,903,126.8638215,37.55969618
16245,767,126.8776023,37.54905644
16246,449,126.877717,37.54889341
16247,927,126.8733041,37.55020153
16248,908,126.8728808,37.55025681
16249,1185,126.8696521,37.55298935
16250,903,126.8694176,37.55298095
16251,636,126.86553,37.55512205
16252,995,126.8654226,37.5553982
16253,1002,126.8638112,37.55632456
16254,959,126.863882,37.55646622
16255,521,126.8617152,37.55760323
16256,688,126.8618472,37.55737666
16257,462,126.856433,37.56031655
16258,390,126.8565633,37.5603875
16259,854,126.8540536,37.56154673
16260,708,126.8533369,37.56209595
16261,687,126.8507594,37.56344011
16262,486,126.8499074,37.56372803
16263,80,126.8526188,37.56408897
16264,165,126.8500668,37.56607868
16265,582,126.8484745,37.56449709
16266,616,126.8478594,37.56500107
16267,175,126.845024,37.566506
16268,400,126.8438191,37.56698145
16269,1011,126.8402989,37.56901757
16270,488,126.8401002,37.56897093
16271,287,126.8375703,37.5703281
16272,205,126.837283,37.570628
16273,97,126.8300647,37.57265004
16274,98,126.831206,37.57271903
16275,139,126.8279033,37.57292128
16276,59,126.8273037,37.57275995
16277,347,126.8233189,37.57325575
16278,437,126.8226231,37.57314602
16279,711,126.8185511,37.57325101
16280,649,126.8189422,37.57337443
16283,522,126.8138666,37.5733873
16284,482,126.8141952,37.57345311
16285,561,126.8104761,37.57315026
16286,360,126.8098924,37.57316789
16287,691,126.8060766,37.57251866
16288,363,126.8060894,37.57260845
16291,196,126.8457258,37.5598737
16292,360,126.8459318,37.56000145
16293,177,126.8454863,37.56166079
16294,305,126.8455711,37.56175796
16295,355,126.8430664,37.562497
16296,400,126.8431051,37.56260733
16297,302,126.8473221,37.56200684
16298,328,126.8473824,37.56229117
16301,118,126.8178844,37.5566727
16302,168,126.8198598,37.55483199
16303,227,126.8166736,37.57561741
16304,270,126.8168881,37.57513269
16305,639,126.816765,37.56951802
16306,539,126.8165339,37.56895734
16307,199,126.8164061,37.56322489
16308,450,126.816602,37.56257306
16309,1010,126.8408125,37.56684038
16321,214,126.812727,37.56999242
16322,93,126.8125856,37.5666851
16326,208,126.8098898,37.56045056
16327,257,126.8115927,37.55747548
16328,1331,126.8390322,37.53011858
16329,1478,126.8393326,37.53007559
16330,182,126.850101,37.56639041
16332,181,126.8599304,37.56127661
16339,197,126.8416546,37.54792833
16340,249,126.8444517,37.54686214
16341,184,126.8458178,37.54716029
16342,112,126.861569,37.5607187
16344,61,126.8505326,37.56115213
16345,34,126.8501414,37.55982348
16346,41,126.848935,37.56031993
16347,32,126.8470219,37.56115982
16348,298,126.8618951,37.56074719
16350,255,126.8434734,37.54743229
16351,178,126.8415087,37.54799909
16352,291,126.8369118,37.54801762
16361,270,126.8451161,37.5466027
16364,295,126.8369628,37.54793911
16366,39,126.848875,37.56020476
16367,46,126.8503284,37.55990476
16368,35,126.8507958,37.56179039
16369,46,126.8526929,37.56387994
16373,72,126.8117711,37.57162753
16374,71,126.8128207,37.56790438
16375,96,126.8127267,37.56789785
16376,19,126.8050822,37.56818869
16378,129,126.810624,37.55878673
16379,250,126.8123312,37.55602656
16385,443,126.8280139,37.56503346
16386,943,126.8273168,37.56506712
16387,316,126.8284497,37.55945626
16388,351,126.8345733,37.55882965
16389,1379,126.8040921,37.55881001
16390,720,126.804665,37.55831644
16391,691,126.8013423,37.56517256
16393,286,126.8378899,37.55787143
16394,323,126.8167099,37.56746438
16395,349,126.8219241,37.5671765
16396,461,126.8259403,37.56688423
16397,397,126.8271496,37.56160535
16398,128,126.827236,37.56152638
16399,1224,126.8261996,37.56698558
16400,563,126.8299892,37.55947204
16401,26,126.8214633,37.56018457
16402,88,126.8185612,37.5565828
16403,22,126.8216364,37.55839286
16408,447,126.8214964,37.54524726
16410,196,126.7986847,37.5625331
16411,284,126.798649,37.562533
16413,181,126.8017961,37.58870256
16416,398,126.8230847,37.54934916
16417,497,126.8253112,37.55153181
16418,496,126.8263354,37.55491463
16419,496,126.8261837,37.55469536
16420,313,126.8252596,37.5516687
16421,192,126.8227104,37.54923279
16422,64,126.8267578,37.55950202
16424,1212,126.8552255,37.531362
16425,1294,126.8547482,37.53123945
16427,440,126.8265216,37.55743971
16428,372,126.8266431,37.55744661
16429,1190,126.8366967,37.55889446
16430,119,126.8106255,37.55892823
16431,360,126.8168527,37.57285906
16432,591,126.8166376,37.57286018
16433,223,126.8116811,37.57002344
16434,210,126.7984749,37.57866422
16435,227,126.798773,37.578626
16436,187,126.8118414,37.56656261
16450,256,126.8755944,37.54940098
16451,1913,126.803103,37.56224678
16453,225,126.8163979,37.55453124
16462,142,126.8710982,37.5537436
16463,62,126.8560358,37.53507633
16464,45,126.8569195,37.53561715
16465,51,126.8582576,37.53647136
16466,51,126.8591975,37.53715428
16467,27,126.8585349,37.53782647
16468,40,126.8575264,37.53729854
16469,21,126.856368,37.53655658
16470,17,126.8559141,37.53649108
16471,29,126.8549852,37.53744348
16472,42,126.8541062,37.53706869
16473,80,126.8580346,37.53151923
16474,40,126.8581763,37.53076258
16475,29,126.8565082,37.52960933
16476,30,126.8541115,37.5293006
16477,34,126.8518662,37.52901937
16478,60,126.847953,37.52944741
16479,1419,126.8461015,37.53261494
16480,208,126.8462732,37.53375114
16481,46,126.846692,37.536206
16482,59,126.8479616,37.53664645
16483,135,126.8491793,37.53705302
16484,17,126.8545557,37.53649595
16485,21,126.855153,37.535893
16486,48,126.8559553,37.53488512
16487,79,126.8578694,37.53175644
16488,63,126.8550225,37.53585449
16489,380,126.8516033,37.53877791
16490,70,126.8240688,37.54710698
16491,66,126.8241073,37.54931069
16492,78,126.8244352,37.55064809
16494,197,126.8679286,37.55514828
16495,217,126.870881,37.55549536
16496,193,126.8709517,37.55556405
16497,33,126.8517396,37.53666769
16498,23,126.818491,37.58340384
16499,644,126.8400859,37.55944485
16500,877,126.873734,37.54729799
16501,117,126.8563368,37.53668014
16502,801,126.8543132,37.55440228
16503,63,126.819399,37.57887178
16504,13,126.824506,37.56551775
16505,102,126.8750953,37.54837891
16506,120,126.85321,37.55244672
16507,29,126.8186147,37.57599272
16508,77,126.8429712,37.5591549
16509,108,126.8760092,37.54942192
16510,149,126.8550966,37.53750166
16511,142,126.8520856,37.55062929
16512,44,126.8133872,37.57681869
16513,285,126.8458705,37.55886463
16514,202,126.873261,37.55021851
16515,154,126.854024,37.5371601
16516,310,126.8512354,37.54947129
16517,17,126.8136003,37.57862974
16518,287,126.8476512,37.55958113
16519,212,126.8703391,37.55239185
16520,45,126.8544401,37.53644225
16521,239,126.8502519,37.54860759
16523,163,126.8487361,37.56141096
16524,246,126.8708858,37.55338561
16525,99,126.855942,37.53499504
16526,370,126.849305,37.547795
16527,23,126.8192243,37.57583428
16528,43,126.8206544,37.56225223
16529,135,126.857738,37.53252404
16530,341,126.847522,37.54574649
16532,4,126.8165255,37.55443156
16533,175,126.846172,37.54424316
16534,12,126.8256176,37.55798367
16535,316,126.8528633,37.56130072
16536,87,126.8698684,37.5561946
16537,20,126.8580632,37.53075018
16538,541,126.844246,37.54280763
16539,15,126.8248596,37.55839897
16540,22,126.8115225,37.57486452
16541,251,126.86775,37.55507249
16542,27,126.8572185,37.52977635
16543,203,126.8479751,37.54264983
16544,879,126.8422379,37.54123416
16545,24,126.812319,37.573397
16546,10,126.8211382,37.55877954
16547,41,126.8542188,37.52939739
16548,276,126.8490727,37.54217548
16549,27,126.8198554,37.55796262
16550,32,126.8376529,37.57180602
16551,576,126.8511523,37.55377338
16552,309,126.8625765,37.55714319
16553,36,126.8518104,37.52910181
16554,186,126.8502812,37.54176894
16555,348,126.8426414,37.54287506
16556,163,126.837119,37.57433956
16557,469,126.849615,37.55321335
16558,139,126.8571775,37.55860603
16559,65,126.8180003,37.5566867
16560,288,126.8510473,37.54057139
16561,127,126.8459342,37.54412315
16562,234,126.8368242,37.57557546
16563,199,126.8478022,37.55331903
16564,126,126.8551124,37.55659994
16565,2049,126.8463021,37.53259357
16566,359,126.8514107,37.54000287
16567,169,126.8465634,37.54358991
16568,318,126.8367001,37.57557473
16569,146,126.8465871,37.55285902
16570,268,126.8540325,37.55555092
16571,46,126.846057,37.53358235
16572,193,126.851491,37.53877208
16573,136,126.8370018,37.57430622
16574,126,126.8442227,37.55304484
16576,51,126.8477999,37.53435511
16577,22,126.8374882,37.57185228
16578,216,126.8416576,37.55438672
16579,76,126.8468894,37.53601783
16580,194,126.8501983,37.53743547
16581,253,126.8405871,37.55451056
16583,136,126.8480172,37.53654016
16584,36,126.8516351,37.53660855
16586,212,126.8399883,37.55457987
16588,220,126.849227,37.53698376
16589,19,126.8512563,37.53593253
16591,260,126.837888,37.55482357
16592,19,126.813974,37.573384
16593,149,126.8502274,37.53734359
16594,17,126.8510525,37.53519489
16595,15,126.8179559,37.57290634
16597,148,126.8507808,37.53764796
16598,19,126.8511995,37.53259721
16599,246,126.8515188,37.54003307
16601,19,126.8226147,37.57027173
16603,10,126.8225089,37.5687303
16604,3,126.8205046,37.56886714
16606,509,126.8278789,37.5671597
16608,66,126.8282834,37.56987368
16609,298,126.827733,37.565388
16613,89,126.8341672,37.56318169
16615,28,126.8190972,37.56793446
16616,28,126.8256804,37.56680465
16617,58,126.8273287,37.56514641
16619,16,126.8345378,37.5661329
16621,99,126.8262178,37.55992687
16622,20,126.8208014,37.56191317
16623,3,126.8222021,37.56227305
16624,5,126.8246318,37.56502045
16625,15,126.8239183,37.56709534
16626,24,126.8269377,37.56179238
16627,8,126.819279,37.56796853
16628,1,126.8208276,37.56864611
16629,10,126.8226412,37.56882901
16630,11,126.8227275,37.5701403
16631,14,126.8183547,37.57288624
16632,9,126.8137166,37.57346729
16633,13,126.8120239,37.57347694
16634,20,126.8116479,37.5746083
16635,455,126.8273135,37.56241113
16636,491,126.8717999,37.55462956
16637,546,126.8513961,37.53817844
16638,489,126.8719747,37.55469849
16640,28,126.8206262,37.57200495
16641,25,126.8202683,37.57204789
16668,67,126.852675,37.53097864
1667,44,126.9645715,37.57466302
16677,156,126.8511546,37.54060261
16700,20,126.828422,37.57010525
16702,292,126.8200374,37.56738401
16703,313,126.8200374,37.56738401
16704,392,126.8164964,37.56692186
16705,159,126.8251083,37.57054064
16706,326,126.8166885,37.56623071
16707,2210,126.8378261,37.53472155
16718,922,126.8352514,37.54801609
16721,162,126.8698106,37.55611754
16722,67,126.856239,37.53142517
16727,235,126.8504006,37.54178109
16729,169,126.8331292,37.54801047
16732,38,126.8501123,37.53719237
16734,331,126.857857,37.53254149
16745,204,126.8093479,37.56138399
16778,168,126.8490273,37.54228009
16812,92,126.8322066,37.54926135
16814,154,126.8517852,37.53655069
16818,37,126.8575189,37.53361426
1682,549,127.0117451,37.57198805
16820,186,126.8314464,37.55079716
1683,717,126.9853306,37.57027694
16836,180,126.8530544,37.53606377
1684,25,126.9571666,37.60203769
16849,294,126.8185107,37.55013224
1685,522,126.972396,37.57705527
16851,921,126.876019,37.5470809
16855,549,126.8675615,37.55394252
16858,157,126.8561863,37.53492749
16859,144,126.8467663,37.54342804
