표준ID,버스정류장ARS번호,정류소명,X좌표,Y좌표
106000077,7171,지하철7호선면목역,127.0874654,37.58915673
106000078,7172,면목본동주민센터.면목정보도서관,127.0881038,37.58673924
106000079,7173,면목본동주민센터.면목정보도서관,127.0881056,37.58651631
106000080,7174,면동초등학교,127.0884137,37.58425855
106000081,7175,면동초등학교,127.0883595,37.58485479
106000082,7176,면목우체국.녹색병원,127.088664,37.58205484
106000083,7177,면목우체국.녹색병원,127.088507,37.582642
106000084,7178,지하철7호선사가정역,127.088135,37.58002731
106000085,7179,지하철7호선사가정역,127.0885263,37.58121469
106000086,7180,면목시장,127.0876333,37.57966243
106000087,7181,면남초등학교,127.0862285,37.57867091
106000088,7182,면남초등학교,127.0859773,37.57839054
106000089,7183,방약국앞,127.0857798,37.57579922
106000090,7184,방약국앞,127.0857741,37.5760323
106000091,7185,중곡초등학교,127.0841403,37.57293822
106000092,7186,중곡초등학교,127.0841835,37.57314918
106000093,7187,삼용사입구,127.1001404,37.59768417
106000094,7188,삼용사입구,127.1002404,37.5969492
106000095,7189,용마공원입구,127.0992633,37.5938187
106000096,7190,용마공원입구,127.0993804,37.59430869
106000097,7191,면일초등학교,127.0981688,37.591821
106000098,7192,우리은행망우동지점,127.0977235,37.59128784
106000099,7193,서일대학교,127.0967948,37.58964491
106000100,7194,서일대학교,127.0966469,37.58913275
106000101,7195,용마문화복지센터,127.0951788,37.58642519
106000102,7196,용마문화복지센터,127.0952134,37.58675856
106000103,7197,중화중학교,127.0939263,37.58404429
106000104,7198,중화중학교.다문화가족지원센터,127.0941862,37.58474755
106000105,7199,면중초등학교,127.0933349,37.58124655
106000106,7200,면중초등학교,127.0933712,37.58226655
106000107,7201,한양수자인사가정파크,127.0925731,37.57985734
106000108,7203,면목동금호어울림아파트,127.0918568,37.5792808
106000109,7204,면목동금호어울림아파트,127.090614,37.57785792
106000110,7205,면목동대원칸타빌아파트,127.0901284,37.5775057
106000111,7206,용마폭포공원,127.0886669,37.57573421
106000112,7207,용마폭포공원,127.0886479,37.57587148
106000113,7208,용마산역,127.0866093,37.57341342
106000114,7209,용마산역,127.086499,37.57345505
106000115,7210,용마산하늘채아파트,127.0861694,37.57102269
106000116,7211,용마산하늘채아파트,127.0860581,37.57125846
106000117,7212,묵동구길,127.0789357,37.61557208
106000118,7213,묵동구길,127.0792057,37.61602383
106000119,7214,묵1동주민센터입구.먹골역,127.0778432,37.61185543
106000120,7215,묵1동주민센터입구.먹골역,127.0778473,37.61258546
106000121,7216,신성은하수아파트,127.0735504,37.58889388
106000122,7217,신성은하수아파트,127.0735958,37.58847247
106000123,7218,면목2동한신아파트,127.0738109,37.58751793
106000124,7219,면목2동한신아파트,127.0738943,37.5872211
106000125,7220,면목5동,127.0758778,37.58564128
106000126,7221,면목5동,127.07588,37.58573671
106000127,7222,동서그랜드맨션,127.0781961,37.58617963
106000128,7223,동서그랜드맨션,127.0786963,37.58640113
106000129,7224,하나은행면목지점,127.0808793,37.58678162
106000130,7225,하나은행면목지점,127.0811027,37.58693375
106000131,7226,면목복개천,127.0859144,37.58789077
106000132,7227,면목복개천,127.0859033,37.58799966
106000133,7228,지하철7호선면목역,127.0883512,37.58843057
106000134,7229,면목역,127.0885813,37.58858931
106000135,7230,농협앞,127.0919538,37.58923148
106000136,7231,농협앞,127.0920296,37.58935619
106000137,7232,혜원여중고후문,127.0960699,37.59014382
106000138,7233,혜원여중고후문,127.0965575,37.59037118
106000139,7234,면목마젤란아파트,127.0837635,37.58681828
106000140,7235,면목마젤란아파트,127.0839028,37.58671626
106000141,7236,녹색병원입구,127.0837118,37.58415713
106000142,7237,녹색병원입구,127.0833785,37.58490237
106000143,7238,면목두산아파트1차,127.0837777,37.58196077
106000144,7239,면목두산아파트1차,127.0835638,37.58181293
106000145,7240,면목두산아파트4.5단지,127.0813151,37.57853653
106000146,7241,면목두산아파트4.5단지,127.0810218,37.57851931
106000147,7242,홈플러스면목동점,127.082202,37.58121554
106000148,7243,홈플러스면목동점,127.0817204,37.58114688
106000149,7244,면목두산아파트2차,127.0848415,37.58105204
106000150,7245,면목두산아파트2차,127.0844413,37.58101164
106000151,7246,사가정역,127.0877377,37.58082048
106000152,7247,사가정역,127.0876532,37.58075606
106000153,7248,사가정시장,127.0897864,37.58052821
106000154,7249,사가정시장,127.0895328,37.58050041
106000155,7250,용마산교차로,127.0925226,37.58058853
106000156,7251,중화2동주민센터,127.0767673,37.6015967
106000157,7252,중화2동주민센터,127.0770071,37.60152098
106000158,7253,지하철7호선중화역3번출구,127.0791088,37.601614
106000159,7254,지하철7호선중화역3번출구,127.0789975,37.601524
106000160,7255,지하철7호선중화역2번출구,127.0806856,37.60164759
106000161,7256,지하철7호선중화역2번출구,127.0801077,37.60153833
106000162,7257,중흥초등학교,127.0827333,37.60177664
106000163,7258,중흥초등학교,127.083193,37.601712
106000164,7259,이화연립경동제일교회앞,127.0849985,37.60234776
106000165,7260,이화연립경동제일교회앞,127.0853819,37.60236052
106000166,7261,쌍용아파트신내테크노타운앞,127.0879642,37.60328672
106000167,7262,쌍용아파트신내테크노타운앞,127.0880182,37.6032056
106000168,7263,엘지아파트앞,127.0901116,37.6041669
106000169,7264,엘지아파트앞,127.0901558,37.60408039
106000170,7265,신현중학교,127.0917087,37.60519698
106000171,7266,신현중학교,127.0913576,37.60485323
106000172,7267,중랑구청,127.0942897,37.60662515
106000173,7268,중랑구청,127.0935972,37.60625819
106000174,7269,동성프라자앞,127.0971982,37.60774568
106000175,7270,동성프라자앞,127.0976018,37.60779066
106000176,7271,성원아파트경남아너스빌앞,127.0955184,37.60396504
106000177,7272,성원아파트경남아너스빌앞,127.0957882,37.60343651
106000178,7273,중랑구청사거리,127.09525,37.605508
106000179,7274,중랑구청사거리,127.0953395,37.60591069
106000180,7275,신내동성3차아파트,127.0952217,37.60761525
106000181,7276,신내동성1.2차아파트,127.0960446,37.60969406
106000182,7277,신내10단지아파트,127.0956361,37.60912047
106000183,7278,신내9단지아파트,127.0961085,37.61055289
106000184,7279,신내8단지아파트.서울의료원,127.0962867,37.61313232
106000185,7280,신내9단지아파트.서울의료원,127.0965516,37.61262533
106000186,7281,신내7단지아파트홈플러스,127.0939089,37.61528723
106000187,7282,신내7단지아파트홈플러스,127.0935648,37.61552909
106000188,7283,봉화초등학교,127.0915906,37.61382038
106000189,7284,봉화초등학교,127.0915127,37.61388437
106000190,7285,신내6단지아파트.옹기테마공원,127.0904052,37.61388295
106000191,7286,신내6단지,127.0916883,37.61623121
106000192,7287,신내6단지아파트.옹기테마공원,127.0899066,37.61409639
106000193,7288,신내우체국.5단지두산대림아파트,127.0899215,37.61660849
106000194,7289,신내우체국.5단지두산대림아파트,127.0896596,37.61641419
106000195,7290,구립도서관체육관,127.0873173,37.61551953
106000196,7291,구립도서관체육관,127.0875716,37.61550443
106000197,7292,신내4단지아파트,127.0860834,37.61659163
106000198,7293,신내4단지아파트,127.086254,37.61657185
106000199,7294,지하철6호선화랑대역,127.0859767,37.61973262
106000200,7295,지하철6호선화랑대역,127.086365,37.61965468
106000201,7296,봉화산역2번출구,127.0928492,37.61682419
106000202,7297,봉화산역3번출구,127.0930385,37.61664574
106000203,7298,중랑경찰서후문,127.1051592,37.61977445
106000204,7299,새우개마을,127.10347,37.618204
106000205,7300,신내능마을,127.1014998,37.61438593
106000206,7301,신내능마을,127.1014345,37.61455855
106000207,7302,신내교회.신내데시앙아파트,127.1011734,37.61001201
106000208,7303,신내교회.신내데시앙아파트,127.1010655,37.61053684
106000209,7304,신내초등학교,127.100765,37.605293
106000210,7305,신내새한아파트앞,127.1009227,37.60584434
106000211,7306,능산지하차도,127.100411,37.600571
106000212,7307,능산지하차도,127.100329,37.60108299
106000213,7308,상봉터미널,127.0930155,37.59645981
106000214,7309,상봉터미널,127.0929064,37.59622942
106000215,7310,망우3동주민센터.혜원여중고후문,127.0934504,37.59216172
106000216,7311,망우3동주민센터.혜원여중고후문,127.0933015,37.5924693
106000217,7312,동원시장,127.0936215,37.59045333
106000218,7313,동원시장,127.0935067,37.59040356
106000219,7314,면목본동파출소,127.0940451,37.58865127
106000220,7315,면목본동파출소,127.094428,37.587206
106000221,7316,중화2동체육공원,127.0735865,37.60005504
106000222,7317,중화빗물펌프장,127.0719239,37.59819971
106000223,7318,중화2동새마을금고,127.0722405,37.5952296
106000224,7319,중화2동새마을금고,127.072346,37.59523327
106000225,7320,중랑교동부시장,127.0725405,37.59382826
106000226,7321,중랑교동부시장,127.0726382,37.59387657
106000228,7324,아남리치카운티아파트,127.0852656,37.59022041
106000229,7325,망우동고개,127.1082109,37.60127062
106000230,7326,망우동고개,127.1081305,37.60101189
106000231,7327,망우금호어울림아파트,127.1079813,37.60204541
106000232,7328,망우동금호어울림아파트,127.1080165,37.60235054
106000233,7329,경남아파트,127.1071027,37.60382236
106000234,7330,서울특별시북부병원,127.1071592,37.60394387
106000235,7331,양원역입구,127.106195,37.60553999
106000236,7332,양원역입구,127.1062704,37.60563001
106000237,7333,양원리,127.1063219,37.60890741
106000238,7334,양원리,127.1061904,37.60891897
106000239,7335,동서울교회,127.1052075,37.61180935
106000240,7336,동서울교회,127.1053066,37.61167975
106000241,7337,중랑공영차고지,127.1020072,37.61360933
106000242,7338,중랑공영차고지,127.1019534,37.61374845
106000249,7346,면목아남아파트,127.0851829,37.59028916
106000250,7347,중랑소방서,127.0952132,37.61486336
106000251,7348,세방아파트입구,127.0845195,37.61504446
106000252,7349,원묵고등학교,127.0855065,37.61565413
106000253,7350,먹골파출소.신안아파트입구,127.0821945,37.61450247
106000254,7351,먹골파출소.신안아파트입구,127.081315,37.61440286
106000255,7352,신안2차아파트,127.0788603,37.61477567
106000256,7353,신안2차아파트입구,127.079875,37.61443261
106000257,7354,중랑소방서,127.0951753,37.61477693
106000258,7355,송곡여고양원역,127.1058772,37.60580983
106000259,7356,송곡여고양원역,127.1059414,37.60573369
106000260,7357,풍진슈퍼,127.1034852,37.60471653
106000261,7358,풍진슈퍼,127.1035446,37.60463347
106000262,7359,이화미디어고.중랑숲어린이도서관,127.1019809,37.60323735
106000263,7360,이화미디어고.중랑숲어린이도서관,127.1020864,37.60312919
106000264,7361,금란교회,127.1019664,37.60107733
106000265,7362,금란교회,127.1020779,37.60106851
106000266,7363,망우사거리,127.1001548,37.60051347
106000267,7364,망우사거리,127.1000391,37.60040652
106000268,7365,국민은행망우동지점,127.0974181,37.59989626
106000269,7366,국민은행망우동지점,127.097431,37.59983697
106000270,7367,신내6단지아파트,127.0917609,37.61630353
106000271,7369,이수아파트앞시장입구,127.0832894,37.618279
106000272,7370,이수아파트앞시장입구,127.0832731,37.61819036
106000273,7371,묵동교,127.0791466,37.61798335
106000274,7372,묵동교,127.0791815,37.61789798
106000275,7373,동양쇼핑,127.0785798,37.61541769
106000276,7374,동양쇼핑,127.0779234,37.61559532
106000277,7375,우리은행,127.0768005,37.61574683
106000278,7376,목동교입구.로프트원오피스텔,127.0768117,37.61565315
106000279,7377,한국아파트,127.0734306,37.61513551
106000280,7378,동구햇살아파트,127.0740028,37.61349867
106000281,7379,묵동명사약국,127.0753943,37.61494927
106000282,7380,묵동명사약국,127.0755022,37.61494877
106000283,7381,브라운캐슬,127.075426,37.61360196
106000284,7382,브라운캐슬,127.0755026,37.61361068
106000285,7383,먹골역입구,127.0757923,37.61168017
106000286,7384,먹골역입구,127.075867,37.61169193
106000287,7385,묵2동주민센터,127.0761147,37.60990419
106000288,7386,묵2동주민센터,127.076178,37.60997658
106000289,7387,금보당금은방,127.0764736,37.60811138
106000290,7388,금보당금은방,127.0766162,37.60792479
106000291,7389,신묵초등학교입구,127.0767126,37.60662745
106000292,7390,신묵초등학교,127.0768091,37.60679105
106000293,7391,제일시장,127.0770545,37.60497758
106000294,7392,제일프라자,127.0771707,37.60497348
106000295,7393,신동신약국,127.0773272,37.60354064
106000296,7394,신동신약국,127.0775084,37.60306218
106000297,7395,중화역입구대원사약국,127.0777674,37.60126044
106000298,7396,중화역입구대원사입구,127.0777648,37.60178789
106000299,7397,태릉시장입구,127.0781227,37.59948266
106000300,7398,태릉프라자약국농협,127.077052,37.59829002
106000301,7399,태릉시장입구굴다리,127.0757591,37.59651169
106000303,7401,우남푸르미아아파트,127.0995877,37.6075688
106000304,7402,우남푸르미아아파트,127.0991513,37.60702445
106000305,7403,신내초등학교,127.0979075,37.60566837
106000306,7404,신내초등학교,127.0977941,37.60511065
106000307,7405,경남아파트,127.096692,37.60237342
106000308,7406,대명프라자,127.0968448,37.60252902
106000309,7407,건영아파트,127.0960762,37.6022264
106000310,7408,상봉1동주민센터,127.0875705,37.60042951
106000311,7409,상봉1동주민센터,127.0873702,37.60066545
106000312,7410,신내쌍용아파트,127.0874082,37.60153281
106000313,7411,신내쌍용아파트,127.0872235,37.60178564
106000477,7415,면목두산아파트2.3단지,127.0826682,37.57981892
106000318,7417,망우역,127.0928673,37.59863248
106000319,7418,중랑공영차고지.신내역,127.103289,37.61341081
106000320,7420,서울특별시북부병원,127.1088583,37.60498158
106000321,7421,양원역,127.1075371,37.60621092
106000322,7422,성은교회앞,127.0719557,37.59733372
106000324,7424,해모로아파트앞,127.111348,37.601844
106000325,7425,먹골역,127.0779571,37.60894677
106000326,7426,먹골역,127.0780638,37.60935223
106000327,7427,중화2동체육공원,127.0736643,37.60037287
106000328,7429,태릉고등학교앞,127.0857063,37.61832902
106000329,7430,태릉고등학교.원묵초등학교,127.0872262,37.61824832
106000330,7431,태릉고등학교.원묵초등학교,127.0871359,37.617901
106000439,7432,서울의료원후문,127.0975998,37.61378084
106000438,7433,서울의료원후문,127.0982057,37.61367915
106000436,7434,신내데시앙아파트후문,127.0995853,37.61311972
106000437,7435,신내데시앙아파트후문,127.1002214,37.61299861
106000440,7436,중화중학교삼거리,127.0948315,37.58643739
106000441,7437,새우개마을입구,127.099914,37.61426921
106000442,7438,신내차량사업소입구,127.10194,37.61280971
106000443,7439,용마산빌라,127.0842159,37.57120205
106000454,7440,신내역1번출구,127.1020909,37.61286314
106000450,7442,능말입구,127.1057561,37.6140166
106000451,7447,능말입구,127.1055868,37.61395419
106000456,7448,중랑경찰서후문,127.1048651,37.61967117
106000455,7449,신내데시앙아파트,127.1012232,37.61099043
106000462,7450,당너머,127.1076591,37.61288655
106000463,7451,당너머,127.1079563,37.612769
106000459,7452,신내데시앙포레아파트220동앞,127.1127693,37.61558237
106000458,7453,신내데시앙포레아파트220동앞,127.1127665,37.61582233
106000461,7454,신내데시앙포레아파트222동앞,127.110942,37.61661469
106000460,7455,새솔초등학교입구,127.1097331,37.61713294
106000457,7456,새솔초등학교,127.1085664,37.61740706
106000464,7457,중랑경찰서정문.우디안101동앞,127.1055275,37.61781225
106900027,7458,중랑경찰서정문.우디안101동앞,127.1053934,37.61777432
106000466,7459,신내우디안아파트107동앞,127.1054118,37.61555892
106000465,7460,신내우디안아파트107동앞,127.1054405,37.61547788
106000468,7461,신내10단지아파트,127.0950619,37.61037751
106000469,7462,중랑공영차고지삼거리,127.1048775,37.61298765
106000472,7463,우디안아파트114동앞,127.1072569,37.61924767
106000471,7464,우디안아파트114동앞,127.1070795,37.61932734
106000475,7465,늘푸른근린공원,127.0796665,37.58310752
106000474,7466,늘푸른근린공원,127.0798118,37.58289222
106000473,7467,브라운캐슬B동,127.0750866,37.61362805
106900021,7500,진로아파트앞.종점,127.1015163,37.58770549
106900019,7501,중화동종점,127.08253,37.60006375
106900022,7502,진주빌라.바다약국,127.1007138,37.58783305
106900018,7503,정신교회,127.0813988,37.59978184
106900017,7504,마을금고,127.0804442,37.59969106
106900016,7505,공판장,127.0991092,37.58860429
106900015,7506,수협,127.0793881,37.59954937
106900024,7507,새마을금고,127.0973894,37.58920439
106900014,7508,태릉시장,127.0782053,37.59976802
106900029,7509,서일대정문,127.0959357,37.58808263
106900013,7510,서울동부새마을금고본점,127.094358,37.58777671
106900028,7511,서일대정문,127.0958959,37.58775336
106900012,7512,면목역,127.0869812,37.58823629
106900010,7515,면목2동치안센터,127.0760493,37.58968339
106900009,7517,중랑초등학교정문,127.0765283,37.58842234
106900030,7518,IBK기업은행면목동지점,127.0849979,37.58768876
106900008,7519,한신아파트후문,127.0765035,37.58735638
106900007,7520,마을금고,127.0803885,37.59955686
106900006,7521,정신교회,127.0815929,37.5997054
106900004,7523,중화동종점,127.0826221,37.59996718
106900020,7524,지하철7호선면목역,127.0883115,37.58842181
106900003,7525,면목지구대,127.0942025,37.58783786
106900025,7526,새마을금고,127.0973351,37.58911843
106900002,7527,공판장,127.0990597,37.58852182
106900026,7528,진주빌라.바다약국,127.1006688,37.58778268
106900023,7529,진로아파트앞.종점,127.1014914,37.58765023
106900001,7530,수협,127.0794207,37.59943711
106000467,7550,중랑공영차고지.신내역,127.104237,37.613099
106000480,7551,중랑공영차고지.종점,127.1043926,37.61318483
106000470,7554,사가정역,127.0870114,37.58080722
106000427,7771,망우역,127.0927504,37.59822837
107000001,8001,월곡뉴타운,127.028232,37.60688977
107000002,8002,월곡뉴타운,127.0273788,37.60599704
107000003,8003,길음뉴타운,127.0241845,37.60360938
107000004,8004,길음뉴타운,127.0236778,37.60319108
107000005,8005,미아리고개.미아리예술극장,127.0216801,37.5988125
107000006,8006,미아리고개.미아리예술극장,127.0217898,37.59792335
107000007,8007,돈암사거리.성신여대입구,127.018087,37.59377511
107000008,8008,돈암사거리.성신여대입구,127.0178187,37.59332094
107000009,8009,삼선교.한성대학교,127.0092102,37.58988342
107000010,8010,삼선교.한성대학교.조소앙활동터,127.008364,37.58932692
107000011,8101,숭곡초교입구,127.0321967,37.60998651
107000012,8102,창문여고,127.0357832,37.61189402
107000013,8103,동방고개,127.0382068,37.61370426
107000014,8104,장위동그린빌아파트,127.0430151,37.61793735
107000015,8105,북서울꿈의숲,127.0452816,37.62033866
107000016,8106,장월초등학교,127.0486088,37.6235756
107000017,8107,국민대앞,126.994129,37.61083849
107000018,8108,국민대앞,126.9942862,37.61090429
107000020,8110,국민대학교앞,126.9947191,37.61066428
107000021,8111,청덕초등학교,126.9991579,37.60876384
107000022,8112,청덕초교,127.0001124,37.60856006
107000023,8113,북악중학교,127.0030572,37.60764411
107000024,8114,고려대사범대학부속고등학교,127.0023192,37.60782661
107000025,8115,봉국사,127.0076357,37.60582398
107000026,8116,봉국사,127.007537,37.60601356
107000027,8117,정릉2동주민센터,127.011024,37.604761
107000028,8118,정릉2동주민센터,127.0112363,37.60473741
107000029,8119,숭덕초교,127.0147215,37.60353332
107000030,8120,숭덕초교,127.0150988,37.60356013
107000031,8121,정릉길음시장,127.0191753,37.60235825
107000032,8122,정릉길음시장.길음뉴타운9단지,127.0194881,37.6023645
107000033,8123,돈암동삼성아파트입구,127.0244725,37.6020311
107000034,8124,길음역,127.023933,37.601972
107000035,8125,돈암1동주민센터,127.0263859,37.60389169
107000036,8126,돈암1동주민센터,127.0268168,37.60445625
107000037,8127,종암사거리,127.0312411,37.60373522
107000038,8128,KT월곡지사,127.033883,37.60251526
107000039,8129,KT월곡지사,127.0351663,37.60280194
107000040,8130,종암SK아파트,127.0375096,37.6020921
107000041,8131,성북구보건소,127.0392767,37.60244634
107000042,8132,월곡역,127.0413962,37.60167599
107000043,8133,월곡역,127.0423051,37.60284396
107000044,8134,동덕여대앞,127.0427381,37.6030781
107000045,8135,한국과학기술연구원입구,127.0447746,37.60437727
107000046,8136,상월곡역,127.0464985,37.60537527
107000047,8137,월곡중학교,127.0496202,37.60688206
107000048,8138,월곡중학교,127.0492351,37.60679
107000049,8139,새석관시장,127.052819,37.608578
107000050,8140,새석관시장,127.0526769,37.60861123
107000051,8141,돌곶이역,127.0582629,37.61145996
107000052,8142,돌곶이역,127.0562794,37.61050124
107000053,8143,장위동동원베네스트.온누리병원,127.0590229,37.61197248
107000054,8144,석관동주민센터,127.0619754,37.61346804
107000055,8145,석관동주민센터,127.0616826,37.61341583
107000056,8146,석계역굴다리앞,127.0657627,37.61441154
107000057,8147,석계역,127.0672307,37.61506526
107000058,8148,성가복지병원,127.0313059,37.60591478
107000059,8149,성가복지병원,127.0315282,37.60573334
107000060,8150,종암경찰서,127.0331233,37.60146944
107000061,8151,종암경찰서,127.0336568,37.60101023
107000062,8152,종암동주민센터,127.0342434,37.59925221
107000063,8153,종암동주민센터,127.0347213,37.59857851
107000064,8154,숭례초교,127.0357832,37.59482092
107000065,8155,숭례초등학교,127.0360524,37.59437888
107000066,8156,고대앞,127.0349191,37.58849125
107000067,8157,우신향병원,127.0316636,37.58510623
107000068,8158,안암오거리,127.0291104,37.58261331
107000069,8159,대광초교,127.0250876,37.5796518
107000070,8160,정릉북한산국립공원입구,126.999525,37.61762427
107000071,8161,정릉산장아파트,127.0028233,37.61692292
107000072,8162,정릉대우아파트,127.0028533,37.61701009
107000073,8163,정릉4동주민센터.경국사,127.0062568,37.613527
107000074,8164,정릉4동주민센터.경국사,127.0064319,37.6134619
107000075,8165,KEB.하나은행.정릉중앙지점,127.0084452,37.61157851
107000076,8166,KEB.하나은행.정릉중앙지점,127.0088195,37.61104878
107000077,8167,정릉시장입구,127.0098489,37.6084715
107000078,8168,정릉시장입구,127.0101015,37.60801955
107000079,8169,정릉우체국앞,127.0114514,37.60517879
107000080,8170,정릉우체국앞,127.0115822,37.60511267
107000081,8171,미아초교,127.0220826,37.61153746
107000082,8172,미아초교,127.0223868,37.61086913
107000083,8173,길음동동부아파트,127.023378,37.60785733
107000084,8174,길음동동부아파트,127.0235019,37.60780167
107000085,8175,삼선동주민센터,127.0144094,37.59065882
107000086,8176,삼선동주민센터,127.014621,37.59061886
107000087,8177,성북구청.성북경찰서,127.0173203,37.58829056
107000088,8178,성북구청.성북경찰서,127.0171651,37.58855494
107000089,8179,보문역,127.019299,37.585282
107000090,8180,보문역,127.0198766,37.58445128
107000091,8181,브라운호텔,127.020317,37.583384
107000092,8182,브라운호텔,127.0210078,37.5823628
107000093,8183,보문동주민센터,127.0218797,37.58045694
107000094,8184,보문동주민센터,127.0226003,37.5793832
107000095,8185,월계2교.참누리아파트,127.0504302,37.62325171
107000096,8186,월계2교,127.0501898,37.62366265
107000097,8187,광운초교앞,127.0530251,37.61975492
107000098,8188,광운초교,127.053558,37.61944557
107000099,8189,장위3동주민센터,127.0573512,37.61603976
107000100,8190,장위3동주민센터,127.0574491,37.61611468
107000101,8191,장삼주유소,127.0592801,37.6141542
107000102,8192,장삼주유소,127.0596797,37.6139366
107000103,8193,장위사거리,127.0616252,37.61181112
107000104,8194,장위사거리,127.0619346,37.6117158
107000105,8195,석관중고등학교앞,127.0640835,37.60929704
107000106,8196,석관고등학교,127.0646597,37.60891575
107000107,8197,석관동코오롱아파트,127.0662105,37.60661116
107000108,8198,석관동코오롱아파트,127.0663429,37.60669249
107000109,8199,북서울꿈의숲,127.0449636,37.61933234
107000110,8200,북서울꿈의숲,127.0457272,37.61898864
107000111,8201,장곡초교앞,127.0476317,37.61775112
107000112,8202,장곡초교앞,127.0479095,37.61767255
107000113,8203,하나은행장위동지점,127.0500717,37.61626201
107000114,8204,하나은행장위동지점,127.0500782,37.61635724
107000115,8205,장위동원천주유소,127.0528292,37.61453434
107000116,8206,장위동원천주유소,127.0529111,37.61456899
107000117,8207,장위2동주민센터,127.0555666,37.6121149
107000118,8208,장위2동주민센터,127.0556627,37.61212795
107000119,8209,돌곶이역,127.0575632,37.61020805
107000120,8210,돌곶이역,127.0568312,37.61103168
107000121,8211,석관시장,127.0591039,37.60871156
107000122,8212,석관시장,127.0591616,37.60876781
107000123,8213,석관동새마을금고,127.0602757,37.60760459
107000124,8214,석관동새마을금고,127.0607544,37.60731556
107000125,8215,한국예술종합학교,127.0618955,37.60565506
107000126,8216,한국예술종합학교,127.0620147,37.60552594
107000520,8218,돈암힐스테이트.코오롱하늘채,127.0143227,37.5984417
107000129,8219,꿈의숲아이파크아파트,127.0515165,37.61804901
107000130,8220,꿈의숲아이파크아파트,127.0513852,37.61815713
107000131,8221,장곡초교사거리,127.0498649,37.61699415
107000132,8222,장곡초교사거리,127.0497293,37.61699338
107000133,8223,서울다원학교.한용운활동터,126.9913791,37.59467462
107000134,8224,동방문화대학원대학교,126.9930459,37.59442901
107000135,8225,동방문화대학원대학교,126.9936436,37.59470449
107000136,8226,성북구립미술관.쌍다리앞,126.9958967,37.59361809
107000137,8227,성북구립미술관.쌍다리앞,126.9959047,37.59372969
107000138,8228,성북초교.성북선잠박물관,126.9987651,37.59303972
107000139,8229,성북초교.성북선잠박물관,126.9978457,37.59299268
107000140,8230,홍익대부속중고등학교입구,127.0006559,37.59324338
107000141,8231,홍익대부속중고등학교입구,127.001411,37.59314963
107000142,8232,경신중고입구,127.0028499,37.59179551
107000143,8233,경신중고입구,127.002669,37.59220667
107000144,8234,성북동주민센터.동구마케팅고,127.003694,37.59077016
107000145,8235,성북동주민센터.동구마케팅고,127.0039488,37.59068242
107000146,8236,삼선교.성북문화원,127.0056147,37.58879478
107000147,8237,삼선교.성북문화원,127.0057115,37.588915
107000514,8238,서울다원학교.한용운활동터,126.9917544,37.5946081
107000522,8239,장위래미안아파트,127.0522655,37.61886384
107000496,8240,신종월교,127.0412655,37.59758151
107000521,8242,장위래미안아파트,127.0525005,37.61866287
107000150,8245,길음시장,127.0235058,37.60309858
107000151,8246,길음시장,127.0231763,37.60305145
107000152,8247,길음역,127.0261284,37.60491787
107000153,8248,길음역,127.0259091,37.60488975
107000154,8249,미아사거리,127.0301816,37.6101564
107000155,8250,서경로꿈마루도서관앞,127.0134059,37.6115258
107000156,8251,길원초등학교입구,127.0144265,37.61046818
107000157,8252,길원초등학교입구,127.0146968,37.61033256
107000158,8253,길음뉴타운11단지롯데캐슬,127.0153621,37.60917349
107000159,8254,길음뉴타운11단지롯데캐슬,127.0155317,37.6091774
107000160,8255,정릉동아.태영아파트,127.0149147,37.60629953
107000161,8256,정릉태영.동아아파트,127.0151429,37.60649263
107000162,8257,숭덕초교,127.0146458,37.60413635
107000163,8258,성북생태체험관,127.0059867,37.62023913
107000164,8259,정릉초교,127.0061612,37.61849603
107000165,8260,정릉동풍림상가앞,127.0077206,37.61670248
107000166,8261,정릉동풍림상가앞,127.007831,37.616752
107000167,8262,정릉동풍림아파트.청소년문화의집,127.0087739,37.61611788
107000168,8263,정릉입구,127.0134208,37.60250353
107000169,8264,정릉입구,127.014767,37.603527
107000170,8265,아리랑고개.아리랑시네미디어센터,127.0137716,37.60063781
107000171,8266,아리랑고개.아리랑시네미디어센터,127.0137903,37.60056166
107000172,8267,돈암2동주민센터입구.흥천사,127.0150321,37.5968525
107000173,8268,돈암2동주민센터입구.흥천사,127.015607,37.59603443
107000174,8269,성신여대입구역,127.016266,37.5933999
107000175,8270,성신여대입구역,127.0163395,37.59347679
107000176,8271,한국과학기술연구원입구,127.0450885,37.6041018
107000177,8272,대농빌라앞,127.0433257,37.60183877
105000474,8273,월곡샹그레빌아파트,127.0407965,37.59548061
107000178,8274,월곡샹그레빌아파트,127.0409286,37.5954519
107000179,8275,장위동고개,127.0406474,37.61423097
107000180,8276,장위동고개,127.0404891,37.61440623
107000181,8277,장위1동주민센터,127.0427992,37.61390396
107000182,8278,장위1동주민센터,127.0430413,37.61390581
107000183,8279,장위1동치안센터,127.0451242,37.61381997
107000184,8280,장위1동치안센터,127.0457891,37.61386024
107000185,8281,국민은행장위동지점,127.0487451,37.61352616
107000186,8282,국민은행장위동지점,127.048835,37.61390538
107000187,8283,월곡1동주민센터,127.0353401,37.61057623
107000188,8284,월곡1동주민센터,127.0354323,37.61058121
107000189,8285,밤나무골시장,127.035715,37.6094604
107000190,8286,월곡삼성래미안아파트,127.0359155,37.60913379
107000191,8287,월곡동두산아파트,127.0366654,37.60663467
107000192,8288,월곡동두산아파트,127.0366286,37.60699927
